time,co2,motion,rms,Door_contact,window,power1,power2,power3,power5,power6,labels,sum_power,derivative_co2
414000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
414600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
415200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
415800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
416400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
417000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
417600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
432000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
432600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
433200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
433800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
434400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
435000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
435600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
436200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
436800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
437400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
438000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
438600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
439200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
439800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
440400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
441000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
441600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
442200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
442800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
443400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
444000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
444600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
445200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
445800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
446400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
447000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
447600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
448200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
448800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
449400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
450000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
450600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
451200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
451800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
452400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
453000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
453600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
454200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-64.16666666666669
454800,390.0,1.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-112.5
455400,390.0,1.0,0.001,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-98.75
456000,454.1666666666667,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-25.833333333333314
456600,502.5,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,25.833333333333314
457200,488.75,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,31.25
457800,480.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,28.0
458400,476.6666666666667,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,31.666666666666686
459000,457.5,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,21.5
459600,452.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,22.0
460200,445.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,19.54545454545456
460800,436.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,16.0
461400,430.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,10.0
462000,425.45454545454544,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,7.954545454545439
462600,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,5.384615384615358
463200,420.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,10.0
463800,417.5,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,7.5
464400,414.61538461538464,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,4.615384615384642
465000,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,4.0
465600,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,3.0
466200,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,3.3333333333333144
466800,406.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.21052631578947967
467400,407.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,2.0
468000,406.6666666666667,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,6.666666666666686
468600,405.7894736842105,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,5.78947368421052
469200,405.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,5.0
469800,400.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,5.714285714285722
470400,400.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,6.666666666666686
471000,400.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,10.0
471600,394.2857142857143,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,4.285714285714278
472200,393.3333333333333,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,3.3333333333333144
472800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
473400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
474000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
474600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
475200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
475800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
476400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
477000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
477600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
478200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
478800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
479400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
480000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
480600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
481200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
481800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
482400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
492600,2550.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
496800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
497400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
498000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
498600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
499200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
499800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
500400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
501000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
501600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
502200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
502800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-32.0
503400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
504000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
504600,422.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,32.0
505200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
505800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
506400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
507000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
507600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
508200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
508800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
509400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
510000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
510600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
511200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
511800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
517800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
518400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
519000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
519600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
520200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
520800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
521400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
522000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
522600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
523200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
523800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
524400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
525000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
525600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
526200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
526800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
527400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
528000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
528600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
529200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
529800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-4.666666666666686
530400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-6.0
531000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-10.0
531600,394.6666666666667,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-10.333333333333314
532200,396.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-9.0
532800,400.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-4.444444444444457
533400,405.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
534000,405.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
534600,404.44444444444446,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.555555555555543
535200,405.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,-5.0
535800,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,5.29411764705884
536400,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,6.666666666666686
537000,410.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,10.0
537600,404.70588235294116,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,4.70588235294116
538200,403.3333333333333,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,8.666666666666629
538800,400.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,10.0
539400,400.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,10.0
540000,394.6666666666667,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,4.666666666666686
540600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
541200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
541800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
542400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
543000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
543600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
544200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
544800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
545400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
546000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
546600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
547200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
547800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
548400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
549000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
549600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
550200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
550800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
551400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
552000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
552600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
553200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
553800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
554400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
555000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
555600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
556200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
556800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
557400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
558000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
558600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
559200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
559800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
560400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
561000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
561600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
562200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
562800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
563400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
564000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
564600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
565200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
565800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
566400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
567000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
567600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
568200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
568800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
569400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
570000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
570600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
571200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
571800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
572400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
573000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
573600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
574200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
574800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
575400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
576000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
576600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
577200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
577800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
578400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
579000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
579600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
580200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
580800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
581400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
582000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
582600,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
583200,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
583800,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
584400,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
585000,390.0,0.0,0.001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0
